RESPID_AP20,LANGUAGE_AP20,INTERVIEW_START_AP20,INTERVIEW_END_AP20,ECON1MOD_AP20,ECON1BMOD_AP20,TYPOLOGYb_AP20,COVIDWORK_a_AP20,COVIDWORK_b_AP20,COMATTACH_AP20,VET1_AP20,VOL12_CPS_AP20,HLTHRATE_AP20,DISA_AP20,ROBWRK_AP20,RESPFUT_AP20,EMINUSE_AP20,INTMOB_AP20,INTFREQ_AP20,HOMEINTSERV_AP20,SMUSE_a_AP20,SMUSE_b_AP20,SMUSE_c_AP20,SMUSE_d_AP20,SMUSE_e_AP20,SMUSE_f_AP20,SMUSE_g_AP20,SMUSE_h_AP20,BOOKS_AP20,RADIO_AP20,DEVICE1a_AP20,SMART2_AP20,RELIG_AP20,BORN_AP20,ATTEND_AP20,RELIMP_AP20,PRAY_AP20,REG_AP20,INSURANCE_AP20,SEXASK_AP20,MARITAL_AP20,PARTY_AP20,PARTYLN_AP20,HISP_AP20,RACEMOD_1_AP20,RACEMOD_2_AP20,RACEMOD_3_AP20,RACEMOD_4_AP20,RACEMOD_5_AP20,RACEMOD_6_AP20,RACECMB_AP20,AGE_AP20,EDUC_ACS_AP20,NUMADULTS_AP20,NATIVITY_AP20,INCOME_AP20,REGION_NAME,MSA,MODE,BASEWEIGHT,WEIGHT
2044.0,English,2020-07-27,,Poor,Better,Business corporations make too much profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Definitely happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",12.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Once a week,Somewhat important,Seldom,You are NOT registered to vote at your current address,Covered by health insurance,Female,Living with a partner,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,23.0,"1 or more years of college credit, no degree",2.0,U.S.,"$75,000 to less than $100,000",West,Micropolitan Statistical Area,Mail,2.1311079940977207,2.923535514958266
2045.0,English,2020-07-27,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened","No, has not happened",Not at all attached,"No, nobody in household",Yes,Excellent,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",5.0,No,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",Once a week,Very important,Once a day,You are NOT registered to vote at your current address,Covered by health insurance,Female,Never been married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,23.0,"Bachelor’s degree (for example: BA, BS)",3.0,U.S.,"$150,000 or more",West,Metropolitan Statistical Area,Mail,3.196661991146581,2.3178112274098295
2046.0,English,2020-07-27,,Good,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,Refused,"Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",13.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Male,Never been married,Independent,The Democratic Party,No,0.0,0.0,0.0,American Indian or Alaska Native,0.0,0.0,Some other race,23.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$30,000 to less than $40,000",Midwest,Not in CBSA,Mail,2.1311079940977207,0.9738243048843882
2047.0,English,2020-07-27,,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","No, not a smartphone",Protestant,"Yes, born-again or evangelical Christian",More than once a week,Very important,Several times a day,You are NOT registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,23.0,"Associate’s degree (for example: AA, AS)",1.0,Another country,"$10,000 to less than $20,000",South,Metropolitan Statistical Area,Mail,1.0655539970488603,1.4364940213059834
2048.0,English,2020-07-27,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Not at all attached,"No, nobody in household",No,Very good,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this",0.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Seldom,Very important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Democrat,,Yes,White,0.0,0.0,0.0,0.0,0.0,White,23.0,"1 or more years of college credit, no degree",3.0,U.S.,"$20,000 to less than $30,000",South,Metropolitan Statistical Area,Mail,2.1429761188195284,1.5293839406567535
2049.0,English,2020-07-27,,Only fair,Worse,Refused,"Yes, has happened","Yes, has happened",Not at all attached,"No, nobody in household",No,Excellent,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",1.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Refused,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,24.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Mail,1.0655539970488603,0.3843394848442827
2050.0,English,2020-07-27,,Only fair,Worse,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Very good,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this",10.0,Yes,"Yes, have a cellphone","Yes, smartphone",Atheist,"No, not born-again or evangelical Christian",Never,Not too important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Democrat,,No,0.0,0.0,Asian or Asian-American,0.0,0.0,0.0,Asian or Asian-American,24.0,"Master’s degree (for example: MA, MS, MEng, MEd, MSW, MBA)",4.0,U.S.,"$40,000 to less than $50,000",West,Metropolitan Statistical Area,Mail,3.1580463667306837,1.3337215464354373
2051.0,English,2020-07-27,,Good,Worse,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,Employers,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this",3.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,A few times a month,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Never been married,Democrat,,No,0.0,0.0,Asian or Asian-American,0.0,0.0,0.0,Asian or Asian-American,24.0,"1 or more years of college credit, no degree",3.0,U.S.,"$30,000 to less than $40,000",Midwest,Metropolitan Statistical Area,Mail,3.196661991146581,2.1184830187592327
2052.0,English,2020-07-27,,Only fair,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Excellent,No,Definitely happen,Refused,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this",12.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",More than once a week,Very important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Independent,The Democratic Party,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,25.0,"Associate’s degree (for example: AA, AS)",5.0,Another country,"$30,000 to less than $40,000",Midwest,Metropolitan Statistical Area,Mail,2.9552507478174745,4.145650465749538
2053.0,English,2020-07-27,,Excellent,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this",7.0,No,"Yes, have a cellphone","Yes, smartphone","Something else, Specify:","No, not born-again or evangelical Christian",Seldom,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Democrat,,No,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,25.0,"1 or more years of college credit, no degree",3.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Mail,3.196661991146581,2.0307498392301837
2054.0,English,2020-07-27,,Excellent,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Very good,No,Probably happen,Refused,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Once or twice a month,Refused,Several times a day,You are NOT registered to vote at your current address,Covered by health insurance,Female,Never been married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,26.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$50,000 to less than $75,000",Midwest,Metropolitan Statistical Area,Mail,1.0655539970488603,0.6514153976632374
2055.0,English,2020-07-27,,Only fair,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",Yes,Excellent,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this",15.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Seldom,Not too important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Female,Never been married,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,27.0,"Bachelor’s degree (for example: BA, BS)",3.0,U.S.,"$30,000 to less than $40,000",West,Metropolitan Statistical Area,Mail,2.4399495024969826,0.5582426468907389
2056.0,English,2020-07-27,,Good,About the same,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Not too attached,"No, nobody in household",No,Excellent,No,Definitely happen,Employers,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",2.0,No,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"Yes, born-again or evangelical Christian",A few times a year,Somewhat important,A few times a week,You are NOT registered to vote at your current address,Covered by health insurance,Female,Living with a partner,Independent,The Republican Party,No,White,Black or African American,0.0,0.0,0.0,0.0,Mixed Race,27.0,"1 or more years of college credit, no degree",4.0,U.S.,"$50,000 to less than $75,000",West,Metropolitan Statistical Area,Mail,3.196661991146581,2.18387774805753
2057.0,English,2020-07-27,,Good,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",No,Excellent,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Very important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Never been married,Something else,The Republican Party,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,27.0,Regular high school diploma,2.0,U.S.,"$50,000 to less than $75,000",South,Metropolitan Statistical Area,Mail,2.1053642444871223,2.447058364044366
2058.0,English,2020-07-27,,Only fair,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Not too attached,"No, nobody in household",Yes,Very good,No,Probably not happen,Employers,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this",2.0,No,"Yes, have a cellphone","Yes, smartphone",Agnostic,"No, not born-again or evangelical Christian",Seldom,Not too important,Seldom,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Independent,The Republican Party,No,0.0,Black or African American,0.0,0.0,0.0,0.0,Black or African-American,27.0,"Associate’s degree (for example: AA, AS)",4.0,U.S.,"$50,000 to less than $75,000",Northeast,Metropolitan Statistical Area,Mail,2.9552507478174745,4.74356946495065
2059.0,English,2020-07-27,,Poor,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",No,Excellent,No,Definitely happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not too important,Seldom,You are NOT registered to vote at your current address,Covered by health insurance,Female,Living with a partner,Independent,The Democratic Party,No,White,0.0,0.0,0.0,0.0,0.0,White,27.0,"1 or more years of college credit, no degree",4.0,U.S.,"$10,000 to less than $20,000",West,Metropolitan Statistical Area,Mail,2.4399495024969826,2.887048483260411
2060.0,English,2020-07-27,,Poor,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Excellent,No,Probably not happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,28.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$150,000 or more",South,Metropolitan Statistical Area,Mail,2.1311079940977207,1.0245197587405945
2061.0,English,2020-07-27,,Poor,Better,Business corporations make too much profit,"No, has not happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Very good,No,Definitely happen,Refused,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Refused,"Yes, born-again or evangelical Christian",Once or twice a month,Somewhat important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Living with a partner,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Refused,28.0,"1 or more years of college credit, no degree",1.0,U.S.,"$50,000 to less than $75,000",West,Metropolitan Statistical Area,Mail,1.0655539970488603,0.44099596363066046
2062.0,English,2020-07-27,,Good,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Very good,No,Probably happen,The federal government,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this",5.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Very important,A few times a week,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,29.0,"1 or more years of college credit, no degree",2.0,U.S.,"$75,000 to less than $100,000",South,Metropolitan Statistical Area,Mail,2.1311079940977207,1.2221011325924576
2063.0,English,2020-07-27,,Only fair,About the same,Most corporations make a fair and reasonable amount of profit,"No, has not happened","Yes, has happened",Not too attached,"No, nobody in household",No,Very good,No,Probably not happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this",12.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Seldom,Somewhat important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,29.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$100,000 to less than $150,000",Midwest,Not in CBSA,Mail,2.1311079940977207,0.6034841277921964
2064.0,English,2020-07-27,,Good,Worse,Business corporations make too much profit,"No, has not happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Good,No,Definitely happen,Refused,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this",3.0,Yes,"Yes, have a cellphone","Yes, smartphone",Protestant,"Yes, born-again or evangelical Christian",A few times a year,Very important,Several times a day,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Living with a partner,Independent,The Democratic Party,No,0.0,Black or African American,Asian or Asian-American,0.0,0.0,0.0,Mixed Race,29.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$50,000 to less than $75,000",South,Metropolitan Statistical Area,Mail,2.1311079940977207,1.3778075041796605
2065.0,English,2020-07-27,,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Very attached,"Yes, someone else in household",No,Very good,No,Probably happen,Individuals themselves,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Republican,,No,White,0.0,0.0,0.0,0.0,0.0,White,29.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$100,000 to less than $150,000",Midwest,Metropolitan Statistical Area,Mail,2.1311079940977207,0.7010818420219983
2066.0,English,2020-07-27,,Good,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","Yes, has happened",Not at all attached,"Yes, someone else in household",No,Very good,No,Probably happen,Individuals themselves,Yes,No,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",8.0,No,"Yes, have a cellphone","No, not a smartphone",Atheist,"No, not born-again or evangelical Christian",Never,Not at all important,Never,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Male,Living with a partner,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,30.0,Regular high school diploma,3.0,U.S.,"$20,000 to less than $30,000",South,Metropolitan Statistical Area,Mail,3.196661991146581,4.782542232953069
2067.0,English,2020-07-27,,Good,Better,Business corporations make too much profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",No,Excellent,No,Probably happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",95 or more,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",Never,Not too important,Never,"You are PROBABLY registered, but there is a chance your registration has lapsed",Covered by health insurance,Female,Married,Democrat,,Yes,White,0.0,0.0,0.0,0.0,0.0,White,30.0,Regular high school diploma,3.0,U.S.,"$30,000 to less than $40,000",West,Metropolitan Statistical Area,Mail,2.4399495024969826,2.6365353010259045
2068.0,English,2020-07-27,,Good,About the same,Business corporations make too much profit,"No, has not happened","No, has not happened",Not too attached,"No, nobody in household",No,Good,No,Probably happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this","No, don’t use this",0.0,Yes,"Yes, have a cellphone","Yes, smartphone","Something else, Specify:","Yes, born-again or evangelical Christian",Seldom,Not too important,A few times a month,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,30.0,"1 or more years of college credit, no degree",2.0,U.S.,"$10,000 to less than $20,000",Northeast,Metropolitan Statistical Area,Mail,2.1311079940977207,1.40299532265779
2069.0,English,2020-07-27,,Poor,About the same,Business corporations make too much profit,Refused,"No, has not happened",Not too attached,"No, nobody in household",No,Fair,No,Definitely happen,Refused,Refused,Refused,Almost constantly,Refused,"Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Never,Somewhat important,Seldom,"You are PROBABLY registered, but there is a chance your registration has lapsed",Not covered by health insurance,Male,Never been married,Democrat,,Yes,0.0,0.0,0.0,0.0,0.0,Some other race or origin,Some other race,31.0,"Some college credit, but less than 1 year of college credit",2.0,U.S.,"Less than $10,000",South,Metropolitan Statistical Area,Mail,1.4286507458796855,1.8422230925881982
2070.0,English,2020-07-27,,Only fair,Worse,Most corporations make a fair and reasonable amount of profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Very good,No,Definitely happen,The federal government,Yes,Yes,Almost constantly,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"No, not born-again or evangelical Christian",A few times a year,Somewhat important,Once a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Male,Married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,31.0,"Bachelor’s degree (for example: BA, BS)",2.0,U.S.,"$100,000 to less than $150,000",Northeast,Metropolitan Statistical Area,Mail,2.1311079940977207,1.1758059455650536
2071.0,English,2020-07-27,,Only fair,Better,Most corporations make a fair and reasonable amount of profit,"No, has not happened","No, has not happened",Somewhat attached,"No, nobody in household",Yes,Very good,No,Probably happen,Schools,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","Yes, use this",30.0,No,"Yes, have a cellphone","Yes, smartphone",Protestant,"No, not born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Married,Independent,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,31.0,"Bachelor’s degree (for example: BA, BS)",2.0,Another country,"$40,000 to less than $50,000",South,Metropolitan Statistical Area,Mail,2.1311079940977207,0.6980373192453025
2072.0,English,2020-07-27,,Only fair,Better,Business corporations make too much profit,"No, has not happened","Yes, has happened",Somewhat attached,"Yes, self",Yes,Good,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",4.0,Yes,"Yes, have a cellphone","Yes, smartphone",Roman Catholic,"Yes, born-again or evangelical Christian",Once a week,Very important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Covered by health insurance,Female,Never been married,Republican,,No,0.0,0.0,0.0,American Indian or Alaska Native,0.0,0.0,Some other race,31.0,"Associate’s degree (for example: AA, AS)",1.0,U.S.,"$20,000 to less than $30,000",West,Metropolitan Statistical Area,Mail,1.0655539970488603,0.40464694723398775
2073.0,English,2020-07-27,,Poor,About the same,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Somewhat attached,"No, nobody in household",No,Good,No,Probably happen,The federal government,Yes,Yes,Several times a day,"A high-speed internet service such as cable, DSL, or fiber optic service","Yes, use this","Yes, use this","No, don’t use this","Yes, use this","Yes, use this","No, don’t use this","No, don’t use this","No, don’t use this",2.0,Yes,"Yes, have a cellphone","Yes, smartphone",Nothing in particular,"No, not born-again or evangelical Christian",Seldom,Somewhat important,Once a day,You are NOT registered to vote at your current address,Covered by health insurance,Female,Never been married,Something else,The Republican Party,No,White,0.0,0.0,0.0,0.0,0.0,White,31.0,GED or alternative credential,1.0,U.S.,"Less than $10,000",Midwest,Metropolitan Statistical Area,Mail,0.9850835826058248,1.3354294761821333
2074.0,English,2020-07-27,,Only fair,Better,Business corporations make too much profit,"Yes, has happened","Yes, has happened",Very attached,"No, nobody in household",Yes,Very good,No,Definitely happen,Individuals themselves,Yes,Yes,Several times a day,Refused,"Yes, use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this","No, don’t use this","Yes, use this",10.0,No,"Yes, have a cellphone","Yes, smartphone","Something else, Specify:","No, not born-again or evangelical Christian",Once or twice a month,Somewhat important,Several times a day,You are ABSOLUTELY CERTAIN that you are registered to vote at your current address,Not covered by health insurance,Female,Never been married,Democrat,,No,White,0.0,0.0,0.0,0.0,0.0,White,32.0,"Bachelor’s degree (for example: BA, BS)",1.0,U.S.,"$150,000 or more",Midwest,Metropolitan Statistical Area,Mail,1.0655539970488603,0.3580161245217317
